;Paper;Name;Latitude;Longitude;Mean basin elevation (m);Basin Relief (m);Basin Area (km2);Mean Latutide (dec. Deg.);Mean Longitude (dec. Deg);Effective basin elevation (m);Mean Basin slope;Rock type;Mean annual precipitation (mm/yr);Mean annual Temperature (C);% Vegetation;Seismicity;Seismic regime;Climate zone main;Cronus erosion rate (m/My);Cronus erosion rate error (m/My)
936;Riebe et al., 2000, California;AP-5;39,89;-120,134;1859;--;0;39,89;-120,134;1859.0;5,6;Igneous;440.0;6.0;26.0;1,400702;No;Cold;54,53;4,88
937;Riebe et al., 2000, California;AP-6;39,887;-120,134;1842;--;0;39,888;-120,134;1842.0;5,4;Igneous;440.0;6.0;26.0;1,400702;No;Cold;43,66;5,27
938;Riebe et al., 2000, California;AP-7;39,883;-120,128;2088;143;3,94;39,894;-120,115;2088.0;15,1;Igneous;431.0;6.0;42.0;1,400702;No;Cold;68;6,39
939;Riebe et al., 2000, California;AP-9;39,883;-120,13;1845;--;0,01;39,883;-120,13;1855.0;8,1;Igneous;431.0;6.0;24.0;1,400702;No;Cold;53,91;4,84
940;Riebe et al., 2000, California;AP-11;39,892;-120,144;1812;--;7,73;39,91;-120,124;2090.0;12,2;Igneous;446.0;6.0;46.0;1,400702;No;Cold;26,39;2,79
941;Riebe et al., 2000, California;AP-13;39,88;-120,128;1832;--;0;39,88;-120,128;1832.0;4,3;Igneous;431.0;6.0;22.0;1,400702;No;Cold;41,71;4,18
942;Riebe et al., 2000, California;AP-14;39,879;-120,128;1834;--;0;39,878;-120,128;1834.0;5,4;Igneous;431.0;6.0;22.0;1,400702;No;Cold;48,05;5,21
943;Riebe et al., 2000, California;SP-1;35,794;-118,59;2124;--;0,16;35,793;-118,587;2301.0;22,9;Igneous;711.0;7.0;80.0;2,746784;Yes;Arid;52,18;5,67
944;Riebe et al., 2000, California;SP-3;35,798;-118,583;2267;--;0,07;35,796;-118,584;2330.0;14,1;Igneous;711.0;7.0;80.0;2,746784;Yes;Arid;33,03;3,15
945;Riebe et al., 2000, California;SP-4;35,815;-118,575;2278;--;0;35,815;-118,575;2278.0;4,2;Igneous;688.0;7.0;80.0;2,746784;Yes;Arid;99,26;10,42
946;Riebe et al., 2000, California;SP-7;35,779;-118,584;2296;--;0,05;35,781;-118,585;2428.0;29,7;Igneous;747.0;5.0;79.0;2,746784;Yes;Arid;64,93;7,19
947;Riebe et al., 2000, California;SP-8;35,783;-118,592;2408;--;0;35,783;-118,592;2408.0;9,3;Igneous;747.0;5.0;80.0;2,746784;Yes;Arid;28,74;2,89
948;Riebe et al., 2000, California;SP-9;35,783;-118,602;2233;--;0;35,783;-118,603;2233.0;12,9;Igneous;708.0;7.0;79.0;2,746784;Yes;Arid;40,15;3,87
949;Riebe et al., 2000, California;SP-19;35,788;-118,58;2207;--;0,21;35,786;-118,583;2371.0;20,1;Igneous;696.0;7.0;78.0;2,746784;Yes;Arid;10,29;1,04
950;Riebe et al., 2000, California;NP-1;35,592;-118,226;1035;--;0,04;35,591;-118,226;1089.0;19,4;Igneous;248.0;15.0;5.0;2,746784;Yes;Arid;48,77;6,85
951;Riebe et al., 2000, California;NP-4;35,585;-118,218;1262;--;0,01;35,585;-118,218;1294.0;29,4;Igneous;280.0;14.0;5.0;2,746784;Yes;Arid;29,23;3,21
952;Riebe et al., 2000, California;NP-6;35,587;-118,218;1174;--;0,01;35,586;-118,218;1203.0;22,4;Igneous;280.0;14.0;5.0;2,746784;Yes;Arid;37,12;4,16
953;Riebe et al., 2000, California;NP-7;35,6;-118,212;1228;--;0,02;35,601;-118,211;1254.0;14,7;Igneous;309.0;13.0;5.0;2,746784;Yes;Arid;42,68;6,16
954;Riebe et al., 2000, California;NP-10;35,582;-118,181;1398;--;0;35,582;-118,181;1398.0;27,2;Igneous;360.0;12.0;5.0;2,746784;Yes;Arid;72,9;20,06
955;Riebe et al., 2000, California;NP-14;35,578;-118,198;1360;--;0;35,578;-118,198;1360.0;19,8;Igneous;322.0;13.0;5.0;2,746784;Yes;Arid;68,59;12,16
956;Riebe et al., 2000, California;NP-17;35,523;-118,209;1118;--;0,12;35,523;-118,207;1144.0;5,8;Igneous;265.0;14.0;5.0;3,156113;Yes;Arid;40,04;5,03
957;Riebe et al., 2000, California;NP-18;35,522;-118,201;1172;--;0,01;35,522;-118,202;1180.0;6,5;Igneous;264.0;14.0;5.0;3,156113;Yes;Arid;31,84;3,48
959;Riebe et al., 2003, Peurto Rico;RI-1;18,282;-65,789;729;82;0,05;18,282;-65,789;729.0;14,2;Igneous;2941.0;20.0;74.0;1,888195;No;Tropical;38,61;3,51
960;Riebe et al., 2003, Peurto Rico;RI-2;18,269;-65,783;678;90;0,08;18,272;-65,783;679.0;11,8;Igneous;3004.0;21.0;76.0;1,888195;No;Tropical;51,51;5,06
961;Riebe et al., 2003, Peurto Rico;RI-4;18,289;-65,791;713;143;0,1;18,291;-65,791;713.0;14,4;Igneous;2979.0;21.0;74.0;1,888195;No;Tropical;128,05;12,32
962;Riebe et al., 2003, Peurto Rico;RI-6;18,276;-65,786;692;220;3,25;18,285;-65,786;693.0;12,8;Igneous;2969.0;20.0;72.0;1,888195;No;Tropical;45,78;3,91
963;Riebe et al., 2003, Peurto Rico;RI-7;18,282;-65,789;722;86;0,04;18,283;-65,789;719.0;16,2;Igneous;2986.0;20.0;73.0;1,888195;No;Tropical;40,76;4,07
964;Riebe et al., 2003, Peurto Rico;RI-8;18,269;-65,796;704;514;4,08;18,28;-65,796;706.0;14,3;Igneous;2947.0;20.0;75.0;1,888195;No;Tropical;77,66;6,8
966;Safran et al., 2005, samples start with bol;1;-15,793;-68,639;4359;3718;133,59;-15,86;-68,592;4461.0;22,7;Sedimentary;680.0;5.0;6.0;2,278214;Yes;Temperate;88,53;-33
967;Safran et al., 2005, samples start with bol;2;-15,783;-68,636;4062;2938;41,95;-15,777;-68,591;4116.0;24,6;Sedimentary;685.0;7.0;5.0;2,278214;Yes;Temperate;39,02;-22
968;Safran et al., 2005, samples start with bol;3;-15,764;-68,646;3830;2148;16,35;-15,746;-68,619;3872.0;25,2;Sedimentary;704.0;9.0;9.0;2,278214;Yes;Temperate;79,34;-3
969;Safran et al., 2005, samples start with bol;4;-15,763;-68,646;3830;2148;0,01;-15,763;-68,647;2730.0;16,6;Sedimentary;704.0;9.0;5.0;2,278214;Yes;Temperate;48,55;6
970;Safran et al., 2005, samples start with bol;5;-15,713;-68,672;3660;2603;31,27;-15,71;-68,636;3716.0;27;Sedimentary;733.0;10.0;22.0;2,278214;Yes;Temperate;81,63;-2
971;Safran et al., 2005, samples start with bol;6;-15,67;-68,679;4213;2233;30,01;-15,675;-68,634;4252.0;24,8;Sedimentary;689.0;6.0;13.0;1,962922;No;Temperate;21,88;-4
972;Safran et al., 2005, samples start with bol;7;-15,45;-68,598;3341;5398;2930,09;-15,578;-68,773;3485.0;24,1;Mixed;828.0;11.0;15.0;1,96292;No;Temperate;19,11;-17
973;Safran et al., 2005, samples start with bol;8;-15,45;-68,598;3461;3822;197,88;-15,573;-68,592;3577.0;26,5;Mixed;816.0;10.0;30.0;1,961922;No;Temperate;19,66;-1
974;Safran et al., 2005, samples start with bol;9;-15,41;-68,544;2516;2757;26,5;-15,434;-68,517;2597.0;30;Metamorphic;1077.0;16.0;50.0;1,99638;No;Temperate;38,5;5
975;Safran et al., 2005, samples start with bol;10;-15,348;-68,49;1767;1055;1,12;-15,358;-68,484;1793.0;25,9;Metamorphic;1207.0;20.0;69.0;1,99638;No;Temperate;8,44;18
976;Safran et al., 2005, samples start with bol;11;-15,343;-68,481;1849;1193;4,1;-15,351;-68,467;1877.0;27,6;Metamorphic;1199.0;19.0;64.0;1,99638;No;Temperate;55,79;18
977;Safran et al., 2005, samples start with bol;13;-15,299;-68,275;3188;5801;3228,32;-15,555;-68,742;3370.0;24,6;Mixed;865.0;12.0;20.0;1,96292;No;Temperate;18,4;-16
978;Safran et al., 2005, samples start with bol;14;-15,311;-68,237;2209;3734;432,3;-15,481;-68,414;2385.0;27,6;Metamorphic;1089.0;17.0;61.0;1,99638;No;Temperate;31,83;16
979;Safran et al., 2005, samples start with bol;15;-15,308;-68,213;3016;5827;5838,23;-15,419;-68,719;3250.0;25,4;Mixed;939.0;13.0;31.0;1,96292;No;Temperate;21,09;-9
980;Safran et al., 2005, samples start with bol;16;-15,377;-68,167;1671;2925;120,11;-15,47;-68,315;1796.0;26,4;Metamorphic;1208.0;19.0;65.0;1,99638;No;Temperate;8,84;43
981;Safran et al., 2005, samples start with bol;17;-15,402;-68,154;1535;2709;248,2;-15,486;-68,267;1619.0;25,5;Metamorphic;1241.0;20.0;72.0;1,99638;No;Temperate;20,4;35
982;Safran et al., 2005, samples start with bol;18;-15,495;-67,881;2285;5999;10905,9;-15,266;-68,524;2625.0;22;Mixed;1140.0;16.0;44.0;1,983;No;Temperate;12,52;2
983;Safran et al., 2005, samples start with bol;19;-15,502;-67,886;2979;5986;1537,72;-15,693;-68,308;3372.0;26,2;Metamorphic;949.0;12.0;37.0;2,033937;Yes;Temperate;56,3;15
984;Safran et al., 2005, samples start with bol;20;-15,509;-67,868;2652;5599;1761,77;-15,846;-68,123;3092.0;26,7;Metamorphic;1011.0;14.0;41.0;2,033937;Yes;Temperate;53,4;-43
985;Safran et al., 2005, samples start with bol;21;-15,508;-67,842;1905;5614;5359,71;-15,981;-67,727;2188.0;23,6;Metamorphic;1245.0;18.0;59.0;1,9005;No;Temperate;19,11;-36
986;Safran et al., 2005, samples start with bol;22;-15,763;-67,675;2441;5504;1456,45;-16,031;-67,954;2787.0;28,1;Metamorphic;1037.0;15.0;49.0;1,900503;No;Temperate;45,05;-31
987;Safran et al., 2005, samples start with bol;23;-15,981;-68,577;1533;1172;25,7;-15,996;-67,547;1542.0;16,9;Metamorphic;1384.0;20.0;74.0;1,900503;No;Temperate;3,77;25
988;Safran et al., 2005, samples start with bol;24;-16,001;-68,589;1813;2144;153,91;-16,099;-67,528;1838.0;23,9;Metamorphic;1311.0;19.0;72.0;1,900503;No;Temperate;30,51;15
989;Safran et al., 2005, samples start with bol;25;-16,044;-67,626;1902;2436;145,67;-16,113;-67,604;1944.0;29,1;Metamorphic;1249.0;18.0;67.0;1,900503;No;Temperate;17,24;15
990;Safran et al., 2005, samples start with bol;26;-16,281;-67,652;2230;2063;39,72;-16,301;-67,69;2272.0;24,4;Metamorphic;1072.0;17.0;53.0;1,900503;No;Temperate;23,68;8
991;Safran et al., 2005, samples start with bol;27;-16,157;-68,12;4517;2949;146,13;-16,211;-68,15;4547.0;26,1;Sedimentary;657.0;4.0;14.0;1,926087;No;Temperate;51,68;2
992;Safran et al., 2005, samples start with bol;28;-16,107;-68,074;4100;3399;126,59;-16,109;-68,169;4162.0;25,8;Metamorphic;694.0;6.0;27.0;1,926087;No;Temperate;53,77;12
993;Safran et al., 2005, samples start with bol;29;-16,083;-68,039;3418;2847;31,96;-16,065;-68,095;3482.0;27,1;Metamorphic;763.0;11.0;30.0;1,926087;No;Temperate;47,64;-17
994;Safran et al., 2005, samples start with bol;30;-16,058;-68,016;3931;4747;425,3;-16,145;-68,127;4051.0;27,6;Metamorphic;717.0;7.0;22.0;1,926087;No;Temperate;37,06;-2
995;Safran et al., 2005, samples start with bol;31;-16,88;-67,97;3964;1168;111,41;-16,823;-68,04;3973.0;15,1;Metamorphic;472.0;7.0;6.0;2,460872;Yes;Temperate;19,71;-6
996;Safran et al., 2005, samples start with bol;32;-16,061;-67,659;3992;3145;834,23;-17,148;-67,498;4042.0;18,9;Metamorphic;496.0;7.0;7.0;1,900503;No;Temperate;16,73;-5
997;Safran et al., 2005, samples start with bol;33;-17,06;-67,197;2651;1778;43,69;-16,838;-67,173;2680.0;22,4;Sedimentary;941.0;15.0;65.0;2,081661;Yes;Temperate;20,23;2
998;Safran et al., 2005, samples start with bol;34;-16,801;-67,213;3335;3185;176,73;-16,864;-67,261;3400.0;27,2;Sedimentary;757.0;11.0;69.0;2,081661;Yes;Temperate;41;-25
999;Safran et al., 2005, samples start with bol;l35;-16,779;-67,222;2731;1370;3,35;-16,787;-67,232;2757.0;32,9;Sedimentary;903.0;15.0;78.0;2,081661;Yes;Temperate;12,67;-6
1000;Safran et al., 2005, samples start with bol;36;-16,754;-67,231;2787;1869;21,43;-16,745;-67,254;2820.0;30,5;Sedimentary;916.0;15.0;76.0;2,081661;Yes;Temperate;17,77;0
1001;Safran et al., 2005, samples start with bol;37;-16,554;-67,336;3264;4555;840,98;-16,736;-67,351;3493.0;27,5;Mixed;850.0;11.0;46.0;2,081661;Yes;Temperate;36,64;-35
1002;Safran et al., 2005, samples start with bol;38;-16,55;-67,396;3635;5246;5409,81;-16,827;-67,739;3754.0;22;Sedimentary;618.0;10.0;12.0;2,415565;Yes;Temperate;38,85;-12
1003;Safran et al., 2005, samples start with bol;39;-16,429;-67,468;2103;2364;68,93;-16,481;-67,473;2151.0;24,2;Metamorphic;1161.0;18.0;37.0;2,415565;Yes;Temperate;11,19;11
1004;Safran et al., 2005, samples start with bol;40;-16,404;-67,478;2515;3087;152,48;-16,501;-67,553;2630.0;27,6;Metamorphic;982.0;15.0;58.0;2,415565;Yes;Temperate;27,98;3
1005;Safran et al., 2005, samples start with bol;41;-16,323;-67,433;3011;5386;416,27;-16,397;-67,717;3282.0;27,9;Metamorphic;892.0;13.0;45.0;2,415565;Yes;Temperate;109,89;-25
1006;Safran et al., 2005, samples start with bol;42;-16,262;-67,25;3200;5576;10387,5;-16,687;-67,577;3399.0;24,6;Metamorphic;799.0;12.0;28.0;2,24861;Yes;Temperate;42,11;-22
1007;Safran et al., 2005, samples start with bol;43;-16,32;-67,433;2159;3306;1457,66;-16,446;-67,496;2263.0;25,9;Metamorphic;1131.0;17.0;48.0;2,415565;Yes;Temperate;25,34;11
1008;Safran et al., 2005, samples start with bol;44;-16,405;-67,646;3721;5088;600,92;-16,495;-67,76;3882.0;28,8;Metamorphic;703.0;9.0;32.0;2,415565;Yes;Temperate;51,93;-16
1009;Safran et al., 2005, samples start with bol;45;-16,402;-67,642;3340;4204;348,25;-16,352;-67,841;3514.0;28,4;Metamorphic;785.0;11.0;41.0;2,415565;Yes;Temperate;76,23;-17
1010;Safran et al., 2005, samples start with bol;46;-16,357;-67,809;3753;2987;22,79;-16,381;-67,85;3818.0;28,1;Metamorphic;656.0;8.0;36.0;2,415565;Yes;Temperate;43,59;15
1011;Safran et al., 2005, samples start with bol;48;-16,314;-67,909;4291;2042;62,76;-16,324;-67,978;4317.0;26,9;Metamorphic;630.0;6.0;16.0;2,415565;Yes;Temperate;51,89;-6
1012;Safran et al., 2005, samples start with bol;49;-16,313;-67,892;4294;2526;59,6;-16,364;-67,91;4334.0;24,1;Metamorphic;622.0;6.0;21.0;2,415565;Yes;Temperate;30,88;-14
1013;Safran et al., 2005, samples start with bol;50;-13,98;-67,506;2146;6230;70181,9;-15,779;-67,661;2585.0;20,5;Mixed;1307.0;17.0;51.0;1,92414;No;Temperate;57,27;-26
1015;Schaller et al., 2001, Germany, other parts of Europe;reg-5;49,121;12,121;589;1135;2711,53;49,148;12,817;605.0;7,5;Mixed;825.0;6.0;52.0;0,666235;No;Cold;28,59;4,77
1016;Schaller et al., 2001, Germany, other parts of Europe;reg-7;49,181;12,4;618;1097;2291,15;49,136;12,916;634.0;8;Mixed;851.0;6.0;54.0;0,600386;No;Cold;27,56;2,97
1017;Schaller et al., 2001, Germany, other parts of Europe;reg-11;49,243;12,738;525;706;385,87;49,306;12,896;529.0;6,8;Mixed;758.0;7.0;47.0;0,597827;No;Cold;23,08;2,51
1018;Schaller et al., 2001, Germany, other parts of Europe;reg-12;49,187;12,736;706;1074;1357,73;49,062;13,053;722.0;9,2;Mixed;927.0;6.0;66.0;0,600386;No;Cold;28,9;3,12
1019;Schaller et al., 2001, Germany, other parts of Europe;reg-13;49,171;12,845;698;1032;229,22;49,183;12,993;714.0;10,6;Mixed;887.0;6.0;67.0;0,600386;No;Cold;30,19;3,11
1020;Schaller et al., 2001, Germany, other parts of Europe;reg-14;49,146;12,838;730;1060;994,38;49,027;13,105;743.0;9,1;Mixed;953.0;6.0;67.0;0,535965;No;Cold;24,58;2,56
1021;Schaller et al., 2001, Germany, other parts of Europe;reg-18;49,048;13,233;904;857;160,23;49,105;13,233;915.0;10,8;Mixed;1031.0;5.0;79.0;0,471543;No;Cold;32,39;4,84
1022;Schaller et al., 2001, Germany, other parts of Europe;reg-19;49,015;13,255;870;869;108,53;48,999;13,33;884.0;9,3;Mixed;1047.0;5.0;75.0;0,471543;No;Cold;27,49;2,98
1023;Schaller et al., 2001, Germany, other parts of Europe;reg-20;49,011;13,216;871;893;294,94;49,059;13,268;885.0;10;Mixed;1028.0;5.0;76.0;0,471543;No;Cold;32,45;3,37
1024;Schaller et al., 2001, Germany, other parts of Europe;neck-1;48,179;8,617;705;479;455,29;48,151;8,569;706.0;4,8;Sedimentary;1015.0;7.0;36.0;0,891045;No;Temperate;54,35;6,28
1025;Schaller et al., 2001, Germany, other parts of Europe;neck-2;48,396;8,648;669;622;789,32;48,194;8,608;673.0;5,4;Sedimentary;986.0;7.0;34.0;0,891045;No;Temperate;101,88;14,94
1026;Schaller et al., 2001, Germany, other parts of Europe;neck-3;48,704;9,419;560;778;3263,55;48,403;8,919;571.0;6;Sedimentary;882.0;8.0;37.0;0,726609;No;Temperate;107,7;17,43
1027;Schaller et al., 2001, Germany, other parts of Europe;neck-4;48,704;9,419;560;778;3263,55;48,403;8,919;571.0;6;Sedimentary;882.0;8.0;37.0;0,726609;No;Temperate;96,6;11,79
1028;Schaller et al., 2001, Germany, other parts of Europe;neck-6;49,45;8,936;448;906;12922,2;48,844;9,276;461.0;5,9;Sedimentary;780.0;8.0;38.0;0,380089;No;Temperate;82,64;6,86
1029;Schaller et al., 2001, Germany, other parts of Europe;neck-7;49,31;9,145;451;899;12399,2;48,818;9,234;464.0;5,7;Sedimentary;781.0;8.0;37.0;0,380089;No;Temperate;115,68;12,02
1030;Schaller et al., 2001, Germany, other parts of Europe;neck-8;49,004;9,158;497;851;5600,61;48,569;9,171;511.0;6,2;Sedimentary;816.0;8.0;38.0;0,389996;No;Temperate;134,13;16,49
1031;Schaller et al., 2001, Germany, other parts of Europe;neck-10;48,854;8,617;704;687;301,83;48,73;8,533;710.0;10,6;Sedimentary;989.0;7.0;80.0;0,361372;No;Temperate;50,53;7,43
1032;Schaller et al., 2001, Germany, other parts of Europe;meu-1;48,401;5,68;372;241;886,45;48,154;5,664;373.0;3,8;Sedimentary;841.0;9.0;30.0;0,391258;No;Temperate;26,09;2,65
1033;Schaller et al., 2001, Germany, other parts of Europe;meu-4;49,535;5,1;317;362;3958,93;48,666;5,572;320.0;4,1;Sedimentary;807.0;9.0;32.0;0;No;Temperate;17,02;2,02
1034;Schaller et al., 2001, Germany, other parts of Europe;meu-7;49,896;4,705;302;444;9234,75;49,216;5,376;305.0;4,4;Sedimentary;893.0;9.0;36.0;0,929848;No;Temperate;20,76;2,63
1035;Schaller et al., 2001, Germany, other parts of Europe;meu-9;50,322;4,878;300;565;12279,7;49,43;5,257;304.0;4,5;Sedimentary;916.0;9.0;38.0;0,776264;No;Temperate;35,35;4,12
1036;Schaller et al., 2001, Germany, other parts of Europe;meu-10;50,472;5,006;283;565;14623,8;49,581;5,151;287.0;4,3;Sedimentary;912.0;9.0;33.0;0,675011;No;Temperate;26,97;4,8
1037;Schaller et al., 2001, Germany, other parts of Europe;meu-13;51,033;5,763;287;694;20726,4;49,842;5,3;292.0;4,3;Sedimentary;927.0;8.0;32.0;0,56732;No;Temperate;20,26;3,03
1038;Schaller et al., 2001, Germany, other parts of Europe;meu-14;51,284;6,048;270;764;24691,9;50,016;5,437;275.0;4;Sedimentary;917.0;9.0;31.0;0,56732;No;Temperate;37,91;3,98
1039;Schaller et al., 2001, Germany, other parts of Europe;meu-15C;51,5;6,164;267;764;24996,3;50,034;5,446;272.0;4;Sedimentary;915.0;9.0;31.0;0,56732;No;Temperate;60,7;5,4
1040;Schaller et al., 2001, Germany, other parts of Europe;loi-2;47,419;0,926;473;1803;42144,6;46,361;3,329;515.0;4,8;Mixed;746.0;9.0;32.0;0,484151;No;Temperate;44,37;4,84
1041;Schaller et al., 2001, Germany, other parts of Europe;loi-7;47,87;1,894;521;1782;37333,4;46,185;3,554;561.0;5,3;Mixed;759.0;9.0;30.0;0,490162;No;Temperate;35,86;4,56
1042;Schaller et al., 2001, Germany, other parts of Europe;loi-10;47,001;3,059;570;1689;32697,9;45,992;3,675;610.0;5,7;Mixed;766.0;9.0;36.0;0,500482;No;Temperate;37,06;5,29
1043;Schaller et al., 2001, Germany, other parts of Europe;loi-11;46,961;3,133;504;1571;18294;46,199;3,986;537.0;5,4;Mixed;777.0;9.0;32.0;0,546977;No;Temperate;30,61;7,26
1044;Schaller et al., 2001, Germany, other parts of Europe;loi-12;46,95;3,066;657;1682;14345,9;45,722;3,275;700.0;6,2;Mixed;753.0;9.0;42.0;0,453988;No;Cold;45,25;4,78
1045;Schaller et al., 2001, Germany, other parts of Europe;loi-14;46,651;3,235;691;1659;13303,8;45,642;3,293;733.0;6,5;Mixed;753.0;8.0;44.0;0,468469;No;Cold;46,81;6,83
1046;Schaller et al., 2001, Germany, other parts of Europe;loi-15;46,436;3,328;709;1639;12757,2;45,603;3,293;750.0;6,7;Mixed;753.0;8.0;46.0;0,468469;No;Cold;54,61;7,39
1047;Schaller et al., 2001, Germany, other parts of Europe;loi-17;46,075;3,455;786;1594;8989,15;45,407;3,393;825.0;7,6;Mixed;746.0;8.0;50.0;0,475595;No;Cold;48,91;4,93
1048;Schaller et al., 2001, Germany, other parts of Europe;loi-18;45,944;3,449;738;1363;1478,59;45,643;3,643;763.0;8,2;Mixed;747.0;8.0;63.0;0,508775;No;Cold;44,87;5,07
1049;Schaller et al., 2001, Germany, other parts of Europe;loi-19;45,923;3,36;869;1571;6050,14;45,23;3,369;904.0;8,2;Mixed;755.0;8.0;50.0;0,492078;No;Cold;69;9,22
1050;Schaller et al., 2001, Germany, other parts of Europe;loi-21;45,666;3,648;867;1186;759,82;45,502;3,706;885.0;8,7;Mixed;763.0;8.0;69.0;0,508775;No;Cold;36,25;5,25
1051;Schaller et al., 2001, Germany, other parts of Europe;loi-23;45,462;3,285;956;1445;4117,87;45,061;3,449;982.0;8,7;Mixed;770.0;8.0;57.0;0,52992;No;Cold;54,25;6,03
1052;Schaller et al., 2001, Germany, other parts of Europe;loi-25;45,117;3,492;1097;1059;1805,42;44,829;3,674;1111.0;8,5;Mixed;803.0;7.0;64.0;0,52992;No;Cold;53,3;7,02
1053;Schaller et al., 2001, Germany, other parts of Europe;loi-29;45,146;3,43;1006;950;127,84;45,074;3,331;1017.0;10,3;Mixed;772.0;7.0;71.0;0,444207;No;Cold;52,07;7,21
1054;Schaller et al., 2001, Germany, other parts of Europe;loi-32;45,067;3,3;1143;435;5,21;45,048;3,285;1147.0;9,2;Mixed;828.0;6.0;75.0;0,429164;No;Cold;39,23;4,73
1055;Schaller et al., 2001, Germany, other parts of Europe;loi-33;44,933;3,383;1268;372;10,65;44,94;3,373;1270.0;7,7;Mixed;867.0;5.0;78.0;0,429164;No;Cold;39,52;4,95
1056;Schaller et al., 2001, Germany, other parts of Europe;loi-34;45;3,4;1340;349;9,25;44,98;3,358;1344.0;8,3;Mixed;897.0;6.0;80.0;0,429164;No;Cold;31;3,38
1057;Schaller et al., 2001, Germany, other parts of Europe;loi-36;44,732;3,862;1172;602;256,08;44,662;3,924;1178.0;10,2;Mixed;857.0;6.0;77.0;0,52992;No;Cold;38,4;5,06
1058;Schaller et al., 2001, Germany, other parts of Europe;loi-37;44,867;3,926;1187;803;414,91;44,807;4,066;1192.0;8,7;Mixed;872.0;6.0;70.0;0,818724;No;Cold;81,25;11,93
1059;Schaller et al., 2001, Germany, other parts of Europe;loi-39;45,945;4,212;850;1409;4968,93;45,243;4,108;875.0;7,2;Mixed;790.0;8.0;47.0;0,767798;No;Temperate;72,87;9,65
1060;Schaller et al., 2001, Germany, other parts of Europe;loi-40;45,998;4,045;792;1464;6595,51;45,379;4,087;821.0;7,1;Mixed;786.0;8.0;44.0;0,767798;No;Temperate;55,49;7,72
1061;Schaller et al., 2001, Germany, other parts of Europe;loi-41;46,487;3,899;597;1517;12703,5;45,949;4,153;629.0;6,1;Mixed;786.0;9.0;34.0;0,576372;No;Temperate;30,38;3,76
1062;Schaller et al., 2001, Germany, other parts of Europe;loi-45;47,492;1,285;117;136;1398,71;47,537;1,821;117.0;1,5;Mixed;664.0;11.0;28.0;0,413194;No;Temperate;23,44;2,6
1063;Schaller et al., 2001, Germany, other parts of Europe;loi-48;47,138;3,206;286;190;200,47;47,247;3,277;286.0;3;Mixed;760.0;10.0;55.0;0,392087;No;Temperate;6,42;0,65
1064;Schaller et al., 2001, Germany, other parts of Europe;loi-49;47,036;3,207;286;280;554,97;47,177;3,304;287.0;3,9;Mixed;764.0;10.0;51.0;0,392087;No;Temperate;12,74;1,25
1065;Schaller et al., 2001, Germany, other parts of Europe;loi-50;46,837;3,501;291;673;1678,95;46,964;3,727;295.0;4;Mixed;765.0;10.0;28.0;0,4;No;Temperate;21,07;2,02
1066;Schaller et al., 2001, Germany, other parts of Europe;loi-51;46,771;3,45;247;116;383,78;46,586;3,51;246.0;1,7;Mixed;743.0;10.0;12.0;0,381585;No;Temperate;12,1;1,3
1067;Schaller et al., 2001, Germany, other parts of Europe;loi-52;46,517;3,683;459;1066;749,27;46,229;3,685;476.0;5,9;Mixed;770.0;9.0;35.0;0,419982;No;Temperate;27,25;2,75
1068;Schaller et al., 2001, Germany, other parts of Europe;loi-55;46,364;3,314;616;1301;2554,83;46,013;2,878;633.0;5;Mixed;788.0;9.0;42.0;0,395518;No;Cold;34,93;3,92
1069;Schaller et al., 2001, Germany, other parts of Europe;loi-56;46,006;3,459;347;267;135,34;46,013;3,295;348.0;2,3;Mixed;695.0;10.0;15.0;0,40945;No;Cold;21,65;2,49
1071;Stock et al., 2009, Wasach Mtns, Utah;KC;41,12;-111,84;2153;1179;3,15;41,108;-111,882;2170.0;23,4;Igneous;701.0;4.0;10.0;1,923023;No;Cold;61,35;4,96
1072;Stock et al., 2009, Wasach Mtns, Utah;HCN;41,07;-111,84;2272;1462;5,63;41,071;-111,873;2301.0;27,1;Igneous;691.0;5.0;10.0;1,923023;No;Cold;57,3;4,67
1073;Stock et al., 2009, Wasach Mtns, Utah;HC;41,06;-111,84;2295;1393;6,58;41,056;-111,868;2317.0;25,6;Igneous;713.0;4.0;22.0;1,923023;No;Cold;81,11;6,94
1074;Stock et al., 2009, Wasach Mtns, Utah;SC;41,01;-111,84;2149;1391;6,07;41,021;-111,864;2173.0;26,6;Igneous;685.0;5.0;11.0;1,923023;No;Cold;114,22;9,31
1075;Stock et al., 2009, Wasach Mtns, Utah;StC;40,97;-111,84;2279;1270;4,96;40,975;-111,84;2296.0;25,9;Igneous;747.0;4.0;44.0;1,923023;No;Cold;68,9;5,62
1076;Stock et al., 2009, Wasach Mtns, Utah;FC;40,94;-111,87;2232;1390;6,29;40,95;-111,837;2255.0;23,3;Igneous;733.0;4.0;16.0;1,923023;No;Cold;97,55;7,92
1077;Stock et al., 2009, Wasach Mtns, Utah;CC;40,91;-111,86;2118;1237;8,13;40,923;-111,821;2136.0;22,8;Igneous;699.0;5.0;34.0;1,923023;No;Cold;63,43;5,26
1078;Stock et al., 2009, Wasach Mtns, Utah;HoC;40,88;-111,84;2228;1261;12,17;40,883;-111,799;2246.0;22,6;Igneous;734.0;4.0;46.0;1,934803;No;Cold;87,98;7
